АВС/ DEF;От;До;Емкость;Оператор;Регион
966;8000000;8029999;30000;ПАО "Вымпел-Коммуникации";Республика Татарстан
966;8080000;8089999;10000;ПАО "Вымпел-Коммуникации";Республика Татарстан
966;8500000;8799999;300000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область
966;8880000;8889999;10000;ООО "Интернод";г. Москва * Московская область
966;8900000;8999999;100000;ПАО "Вымпел-Коммуникации";г. Москва * Московская область
966;9000000;9199999;200000;ПАО "Вымпел-Коммуникации";г. Москва * Московская область
966;9660000;9679999;20000;ПАО "Вымпел-Коммуникации";Республика Ингушетия
966;9680000;9729999;50000;ПАО "Вымпел-Коммуникации";Оренбургская обл.
966;9990000;9999999;10000;ООО "Интернод";г. Москва * Московская область
967;0000000;2999999;3000000;ПАО "Вымпел-Коммуникации";г. Москва * Московская область
967;3000000;3299999;300000;ПАО "Вымпел-Коммуникации";Краснодарский край
967;3300000;3399999;100000;ПАО "Вымпел-Коммуникации";Астраханская обл.
967;3400000;3449999;50000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область
967;3450000;3459999;10000;ПАО "Вымпел-Коммуникации";Мурманская обл.
967;3460000;3499999;40000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область
967;3500000;3569999;70000;ПАО "Вымпел-Коммуникации";Калининградская обл.
967;3570000;3599999;30000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область
967;3600000;3759999;160000;ПАО "Вымпел-Коммуникации";Республика Татарстан
967;3760000;3769999;10000;ПАО "Вымпел-Коммуникации";Ульяновская обл.
967;3770000;3799999;30000;ПАО "Вымпел-Коммуникации";Республика Татарстан
967;3800000;3809999;10000;ПАО "Вымпел-Коммуникации";Алтайский край
967;3810000;3859999;50000;ПАО "Вымпел-Коммуникации";Тюменская обл.
967;3860000;3899999;40000;ПАО "Вымпел-Коммуникации";Приморский край
967;3900000;4099999;200000;ПАО "Вымпел-Коммуникации";Республика Дагестан
967;4100000;4299999;200000;ПАО "Вымпел-Коммуникации";Республика Кабардино-Балкарская
967;4300000;4319999;20000;ПАО "Вымпел-Коммуникации";Тульская обл.
967;4320000;4349999;30000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область
967;4350000;4369999;20000;ПАО "Вымпел-Коммуникации";Тульская обл.
967;4400000;4499999;100000;ПАО "Вымпел-Коммуникации";Пензенская обл.
967;4500000;4599999;100000;ПАО "Вымпел-Коммуникации";Республика Башкортостан
967;4600000;4699999;100000;ПАО "Вымпел-Коммуникации";Республика Татарстан
967;4700000;4789999;90000;ПАО "Вымпел-Коммуникации";Чувашская Республика
967;4790000;4799999;10000;ПАО "Вымпел-Коммуникации";Архангельская обл.
967;4800000;4979999;180000;ПАО "Вымпел-Коммуникации";Самарская обл.
967;4990000;4999999;10000;ОАО "МТТ";г. Санкт-Петербург * Ленинградская область
967;5000000;5099999;100000;ПАО "Вымпел-Коммуникации";Саратовская обл.
967;5100000;5149999;50000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область
967;5200000;5239999;40000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область
967;5300000;5399999;100000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область
967;5400000;5405999;6000;ООО "Новые мобильные коммуникации";Красноярский край
967;5406000;5410999;5000;ООО "Новые мобильные коммуникации";Ямало-Ненецкий АО
967;5411000;5423999;13000;ООО "Новые мобильные коммуникации";Свердловская обл.
967;5424000;5431999;8000;ООО "Новые мобильные коммуникации";Тульская обл.
967;5432000;5434999;3000;ООО "Новые мобильные коммуникации";Воронежская обл.
967;5435000;5440999;6000;ООО "Новые мобильные коммуникации";Оренбургская обл.
967;5441000;5447999;7000;ООО "Новые мобильные коммуникации";Томская обл.
967;5448000;5451999;4000;ООО "Новые мобильные коммуникации";Новосибирская обл.
967;5452000;5455999;4000;ООО "Новые мобильные коммуникации";Омская обл.
967;5456000;5457999;2000;ООО "Новые мобильные коммуникации";Тюменская обл.
967;5458000;5459999;2000;ООО "Новые мобильные коммуникации";Кемеровская обл.
967;5460000;5461999;2000;ООО "Новые мобильные коммуникации";Нижегородская обл.
967;5462000;5463999;2000;ООО "Новые мобильные коммуникации";Республика Татарстан
967;5464000;5465999;2000;ООО "Новые мобильные коммуникации";Саратовская обл.
967;5466000;5467999;2000;ООО "Новые мобильные коммуникации";Самарская обл.
967;5468000;5469999;2000;ООО "Новые мобильные коммуникации";Пермский край
967;5470000;5471999;2000;ООО "Новые мобильные коммуникации";Краснодарский край
967;5472000;5473999;2000;ООО "Новые мобильные коммуникации";Волгоградская обл.
967;5474000;5475999;2000;ООО "Новые мобильные коммуникации";Ростовская обл.
967;5500000;5539999;40000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область
967;5540000;5549999;10000;ОАО "МТТ";Свердловская обл.
967;5550000;5559999;10000;ООО "Интернод";г. Москва * Московская область
967;5560000;5599999;40000;ОАО "МТТ";г. Москва * Московская область
967;5600000;5649999;50000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область
967;5700000;5749999;50000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область
967;5800000;5819999;20000;ПАО "Вымпел-Коммуникации";Краснодарский край
967;5820000;5829999;10000;ПАО "Вымпел-Коммуникации";Республика Дагестан
967;5900000;5999999;100000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область
967;6000000;6199999;200000;ПАО "Вымпел-Коммуникации";Красноярский край
967;6200000;6219999;20000;ПАО "Вымпел-Коммуникации";Республика Бурятия
967;6220000;6229999;10000;ПАО "Вымпел-Коммуникации";Республика Хакасия
967;6230000;6239999;10000;ПАО "Вымпел-Коммуникации";Новосибирская обл.
967;6240000;6249999;10000;ПАО "Вымпел-Коммуникации";Республика Саха /Якутия/
967;6250000;6259999;10000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область
967;6260000;6279999;20000;ПАО "Вымпел-Коммуникации";Алтайский край
967;6280000;6299999;20000;ПАО "Вымпел-Коммуникации";Красноярский край
967;6300000;6399999;100000;ПАО "Вымпел-Коммуникации";Свердловская обл.
967;6400000;6749999;350000;ПАО "Вымпел-Коммуникации";Краснодарский край
967;6800000;6849999;50000;ПАО "Вымпел-Коммуникации";Костромская обл.
967;6900000;6919999;20000;ПАО "Вымпел-Коммуникации";Республика Чеченская
967;6960000;6969999;10000;ПАО "Вымпел-Коммуникации";Краснодарский край
967;6980000;6999999;20000;ПАО "Вымпел-Коммуникации";Республика Дагестан
967;7000000;7079999;80000;ПАО "Вымпел-Коммуникации";Пензенская обл.
967;7100000;7149999;50000;ПАО "Вымпел-Коммуникации";Нижегородская обл.
967;7150000;7169999;20000;ПАО "Вымпел-Коммуникации";Ульяновская обл.
967;7170000;7199999;30000;ПАО "Вымпел-Коммуникации";Приморский край
967;7200000;7299999;100000;ПАО "Вымпел-Коммуникации";Самарская обл.
967;7300000;7509999;210000;ПАО "Вымпел-Коммуникации";Республика Башкортостан
967;7510000;7529999;20000;ПАО "Вымпел-Коммуникации";Приморский край
967;7530000;7539999;10000;ПАО "Вымпел-Коммуникации";Республика Марий Эл
967;7540000;7549999;10000;ПАО "Вымпел-Коммуникации";Приморский край
967;7550000;7599999;50000;ПАО "Вымпел-Коммуникации";Республика Марий Эл
967;7600000;7699999;100000;ПАО "Вымпел-Коммуникации";Самарская обл.
967;7700000;7709999;10000;ПАО "Вымпел-Коммуникации";Республика Татарстан
967;7710000;7719999;10000;ПАО "Вымпел-Коммуникации";Ульяновская обл.
967;7720000;7739999;20000;ПАО "Вымпел-Коммуникации";Республика Татарстан
967;7740000;7749999;10000;ПАО "Вымпел-Коммуникации";Ульяновская обл.
967;7750000;7779999;30000;ПАО "Вымпел-Коммуникации";Оренбургская обл.
967;7780000;7809999;30000;ПАО "Вымпел-Коммуникации";Республика Татарстан
967;7880000;7899999;20000;ПАО "Вымпел-Коммуникации";Республика Башкортостан
967;7900000;7999999;100000;ПАО "Вымпел-Коммуникации";Чувашская Республика
967;8000000;8129999;130000;ПАО "Вымпел-Коммуникации";Саратовская обл.
967;8190000;8199999;10000;ПАО "Вымпел-Коммуникации";Самарская обл.
967;8200000;8419999;220000;ПАО "Вымпел-Коммуникации";Астраханская обл.
967;8420000;8429999;10000;ПАО "Вымпел-Коммуникации";Республика Ингушетия
967;8500000;8599999;100000;ПАО "Вымпел-Коммуникации";Свердловская обл.
967;8600000;8699999;100000;ПАО "Вымпел-Коммуникации";Челябинская обл.
967;8700000;8709999;10000;ПАО "Вымпел-Коммуникации";Свердловская обл.
967;8710000;8729999;20000;ПАО "Вымпел-Коммуникации";Республика Татарстан
967;8730000;8749999;20000;ПАО "Вымпел-Коммуникации";Пермский край
967;8750000;8779999;30000;ПАО "Вымпел-Коммуникации";Удмуртская Республика
967;8780000;8799999;20000;ПАО "Вымпел-Коммуникации";Пермский край
967;8800000;8899999;100000;ПАО "Вымпел-Коммуникации";Ханты-Мансийский АО - Югра
967;8900000;8959999;60000;ПАО "Вымпел-Коммуникации";Ямало-Ненецкий АО
967;8960000;8999999;40000;ПАО "Вымпел-Коммуникации";Ханты-Мансийский АО - Югра
967;9000000;9069999;70000;ПАО "Вымпел-Коммуникации";Пермский край
967;9070000;9099999;30000;ПАО "Вымпел-Коммуникации";Свердловская обл.
967;9100000;9149999;50000;ПАО "Вымпел-Коммуникации";Республика Саха /Якутия/
967;9150000;9159999;10000;ОАО "МТТ";Краснодарский край
967;9160000;9169999;10000;ПАО "Вымпел-Коммуникации";Кировская обл.
967;9170000;9179999;10000;ПАО "Вымпел-Коммуникации";Самарская обл.
967;9180000;9199999;20000;ПАО "Вымпел-Коммуникации";Удмуртская Республика
967;9200000;9249999;50000;ПАО "Вымпел-Коммуникации";Самарская обл.
967;9250000;9299999;50000;ПАО "Вымпел-Коммуникации";Республика Саха /Якутия/
967;9300000;9309999;10000;ПАО "Вымпел-Коммуникации";Краснодарский край
967;9310000;9429999;120000;ПАО "Вымпел-Коммуникации";Республика Дагестан
967;9430000;9569999;140000;ПАО "Вымпел-Коммуникации";Республика Чеченская
967;9570000;9599999;30000;ПАО "Вымпел-Коммуникации";Приморский край
967;9600000;9669999;70000;ПАО "Вымпел-Коммуникации";Рязанская обл.
967;9670000;9699999;30000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область
967;9700000;9719999;20000;ПАО "Вымпел-Коммуникации";Брянская обл.
967;9720000;9729999;10000;ПАО "Вымпел-Коммуникации";Республика Башкортостан
967;9730000;9799999;70000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область
967;9800000;9849999;50000;ПАО "Вымпел-Коммуникации";Ярославская обл.
967;9850000;9859999;10000;ПАО "Вымпел-Коммуникации";Калужская обл.
967;9870000;9949999;80000;ПАО "Вымпел-Коммуникации";Смоленская обл.
967;9950000;9999999;50000;ПАО "Вымпел-Коммуникации";Тверская обл.
968;0000000;0999999;1000000;ПАО "Вымпел-Коммуникации";г. Москва * Московская область
968;1000000;1099999;100000;ПАО "Вымпел-Коммуникации";Омская обл.
968;1100000;1229999;130000;ПАО "Вымпел-Коммуникации";Челябинская обл.
968;1230000;1239999;10000;ПАО "Вымпел-Коммуникации";Республика Северная Осетия - Алания
968;1240000;1299999;60000;ПАО "Вымпел-Коммуникации";Челябинская обл.
968;1300000;1319999;20000;ПАО "Вымпел-Коммуникации";Приморский край
968;1320000;1349999;30000;ПАО "Вымпел-Коммуникации";Амурская обл.
968;1350000;1389999;40000;ПАО "Вымпел-Коммуникации";Еврейская автономная обл.
968;1390000;1399999;10000;ПАО "Вымпел-Коммуникации";Приморский край
968;1400000;1419999;20000;ПАО "Вымпел-Коммуникации";Чукотский АО
968;1420000;1439999;20000;ПАО "Вымпел-Коммуникации";Приморский край
968;1480000;1499999;20000;ПАО "Вымпел-Коммуникации";Республика Бурятия
968;1500000;1529999;30000;ПАО "Вымпел-Коммуникации";Республика Саха /Якутия/
968;1530000;1579999;50000;ПАО "Вымпел-Коммуникации";Республика Саха /Якутия/
968;1580000;1599999;20000;ПАО "Вымпел-Коммуникации";Республика Саха /Якутия/
968;1600000;1609999;10000;ПАО "Вымпел-Коммуникации";Забайкальский край
968;1610000;1619999;10000;ПАО "Вымпел-Коммуникации";Республика Саха /Якутия/
968;1620000;1629999;10000;ПАО "Вымпел-Коммуникации";Республика Саха /Якутия/
968;1650000;1699999;50000;ПАО "Вымпел-Коммуникации";Приморский край
968;1700000;1729999;30000;ПАО "Вымпел-Коммуникации";Хабаровский край
968;1730000;1749999;20000;ПАО "Вымпел-Коммуникации";Новосибирская обл.
968;1750000;1799999;50000;ПАО "Вымпел-Коммуникации";Республика Чеченская
968;1800000;1969999;170000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область
968;1999000;1999999;1000;ООО "Интернод";г. Санкт-Петербург * Ленинградская область
968;2000000;2059999;60000;ПАО "Вымпел-Коммуникации";Ханты-Мансийский АО - Югра
968;2100000;2109999;10000;ПАО "Вымпел-Коммуникации";Челябинская обл.
968;2110000;2119999;10000;ОАО "МТТ";г. Москва * Московская область
968;2200000;2279999;80000;ПАО "Вымпел-Коммуникации";Новосибирская обл.
968;2280000;2309999;30000;ПАО "Вымпел-Коммуникации";Новосибирская обл.
968;2460000;2469999;10000;ПАО "Вымпел-Коммуникации";Амурская обл.
968;2600000;2799999;200000;ПАО "Вымпел-Коммуникации";Ставропольский край
968;2800000;2829999;30000;ПАО "Вымпел-Коммуникации";Республика Чеченская
968;2830000;2879999;50000;ПАО "Вымпел-Коммуникации";Волгоградская обл.
968;2880000;2889999;10000;ОАО "МТТ";Республика Татарстан
968;3000000;3009999;10000;ПАО "Вымпел-Коммуникации";Краснодарский край
968;3100000;9999999;6900000;ПАО "Вымпел-Коммуникации";г. Москва * Московская область
969;0000000;0001999;2000;ПАО "Вымпел-Коммуникации";г. Москва * Московская область
969;0002000;0003999;2000;ПАО "Вымпел-Коммуникации";г. Москва * Московская область
969;0004000;0089999;86000;ПАО "Вымпел-Коммуникации";г. Москва * Московская область
969;0090000;0099999;10000;ПАО "Вымпел-Коммуникации";Республика Карачаево-Черкесская
969;0100000;1999999;1900000;ПАО "Вымпел-Коммуникации";г. Москва * Московская область
969;2000000;2229999;230000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область
969;2230000;2269999;40000;ПАО "Вымпел-Коммуникации";Республика Татарстан
969;2270000;2279999;10000;ПАО "Вымпел-Коммуникации";Нижегородская обл.
969;2280000;2299999;20000;ПАО "Вымпел-Коммуникации";Новосибирская обл.
969;2300000;2849999;550000;ПАО "Вымпел-Коммуникации";г. Москва * Московская область
969;2850000;2949999;100000;ПАО "Вымпел-Коммуникации";Волгоградская обл.
969;2950000;2999999;50000;ПАО "Вымпел-Коммуникации";Республика Дагестан
969;3000000;3099999;100000;ПАО "Вымпел-Коммуникации";Краснодарский край
969;3100000;3299999;200000;ПАО "Вымпел-Коммуникации";г. Москва * Московская область
969;3300000;3399999;100000;ПАО "Вымпел-Коммуникации";Краснодарский край
969;3400000;3499999;100000;ПАО "Вымпел-Коммуникации";г. Москва * Московская область
969;3500000;3999999;500000;ПАО "Вымпел-Коммуникации";г. Москва * Московская область
969;4000000;4007999;8000;ООО "ТВЕ-ТЕЛЕКОМ";г. Москва * Московская область
969;4008000;4009999;2000;ООО "ТВЕ-ТЕЛЕКОМ";г. Санкт-Петербург * Ленинградская область
969;4010000;4014999;5000;ООО "ТВЕ-ТЕЛЕКОМ";Республика Татарстан
969;4440000;4449999;10000;ОАО "МТТ";г. Москва * Московская область
969;5550000;5559999;10000;ОАО "МТТ";г. Москва * Московская область
969;6000000;6099999;100000;ПАО "Вымпел-Коммуникации";Нижегородская обл.
969;6100000;6199999;100000;ПАО "Вымпел-Коммуникации";Республика Башкортостан
969;6200000;6219999;20000;ПАО "Вымпел-Коммуникации";Саратовская обл.
969;6220000;6269999;50000;ПАО "Вымпел-Коммуникации";Нижегородская обл.
969;6270000;6299999;30000;ПАО "Вымпел-Коммуникации";Республика Марий Эл
969;6300000;6371999;72000;ПАО "Вымпел-Коммуникации";Белгородская обл.
969;6372000;6372999;1000;ПАО "Вымпел-Коммуникации";Республика Тыва
969;6373000;6375999;3000;ПАО "Вымпел-Коммуникации";Белгородская обл.
969;6376000;6376999;1000;ПАО "Вымпел-Коммуникации";Вологодская обл.
969;6377000;6377999;1000;ПАО "Вымпел-Коммуникации";Липецкая обл.
969;6378000;6378999;1000;ПАО "Вымпел-Коммуникации";Тамбовская обл.
969;6379000;6379999;1000;ПАО "Вымпел-Коммуникации";Орловская обл.
969;6380000;6381999;2000;ПАО "Вымпел-Коммуникации";Брянская обл.
969;6382000;6382999;1000;ПАО "Вымпел-Коммуникации";Костромская обл.
969;6383000;6384999;2000;ПАО "Вымпел-Коммуникации";Республика Карачаево-Черкесская
969;6385000;6386999;2000;ПАО "Вымпел-Коммуникации";Ямало-Ненецкий АО
969;6387000;6388999;2000;ПАО "Вымпел-Коммуникации";Кировская обл.
969;6389000;6389999;1000;ПАО "Вымпел-Коммуникации";Хабаровский край
969;6390000;6391999;2000;ПАО "Вымпел-Коммуникации";Магаданская обл.
969;6392000;6392999;1000;ПАО "Вымпел-Коммуникации";Амурская обл.
969;6393000;6395999;3000;ПАО "Вымпел-Коммуникации";Иркутская обл.
969;6396000;6397999;2000;ПАО "Вымпел-Коммуникации";Республика Бурятия
969;6398000;6399999;2000;ПАО "Вымпел-Коммуникации";Забайкальский край
969;6400000;6449999;50000;ПАО "Вымпел-Коммуникации";Ярославская обл.
969;6450000;6499999;50000;ПАО "Вымпел-Коммуникации";Рязанская обл.
969;6500000;6599999;100000;ПАО "Вымпел-Коммуникации";Волгоградская обл.
969;6600000;6649999;50000;ПАО "Вымпел-Коммуникации";Краснодарский край
969;6650000;6699999;50000;ПАО "Вымпел-Коммуникации";Республика Дагестан
969;6700000;6729999;30000;ПАО "Вымпел-Коммуникации";Республика Чеченская
969;6730000;6749999;20000;ПАО "Вымпел-Коммуникации";Республика Кабардино-Балкарская
969;6750000;6769999;20000;ПАО "Вымпел-Коммуникации";Республика Северная Осетия - Алания
969;6770000;6779999;10000;ПАО "Вымпел-Коммуникации";Пензенская обл.
969;6780000;6799999;20000;ПАО "Вымпел-Коммуникации";Самарская обл.
969;6800000;6999999;200000;ПАО "Вымпел-Коммуникации";г. Москва * Московская область
969;7000000;7399999;400000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область
969;7400000;7449999;50000;ПАО "Вымпел-Коммуникации";Республика Дагестан
969;7450000;7459999;10000;ПАО "Вымпел-Коммуникации";Республика Башкортостан
969;7460000;7529999;70000;ПАО "Вымпел-Коммуникации";Оренбургская обл.
969;7530000;7531999;2000;ООО "ТрансМобилКом";Волгоградская обл.
969;7590000;7599999;10000;ПАО "Вымпел-Коммуникации";Чувашская Республика
969;7600000;7669999;70000;ПАО "Вымпел-Коммуникации";Нижегородская обл.
969;7700000;7719999;20000;ПАО "Вымпел-Коммуникации";Самарская обл.
969;7720000;7729999;10000;ПАО "Вымпел-Коммуникации";Самарская обл.
969;7760000;7769999;10000;ОАО "МТТ";г. Санкт-Петербург * Ленинградская область
969;7770000;7779999;10000;ООО "Интернод";г. Москва * Московская область
969;7780000;7799999;20000;ПАО "Вымпел-Коммуникации";Республика Марий Эл
969;7900000;7999999;100000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область
969;8000000;8109999;110000;ПАО "Вымпел-Коммуникации";Тюменская обл.
969;8110000;8129999;20000;ПАО "Вымпел-Коммуникации";Республика Ингушетия
969;8200000;8259999;60000;ПАО "Вымпел-Коммуникации";Ханты-Мансийский АО - Югра
969;8880000;8889999;10000;ООО "Спринт";г. Москва * Московская область
969;8890000;8899999;10000;ОАО "МТТ";Республика Татарстан
969;9000000;9009999;10000;ООО "МАТРИКС телеком";г. Москва * Московская область
969;9666000;9666999;1000;ОАО "МТТ";г. Москва * Московская область
969;9690000;9699999;10000;ООО "Лайкамобайл";г. Москва * Московская область
969;9700000;9799999;100000;ООО "Т2 Мобайл";Липецкая обл.
969;9900000;9989999;90000;ООО "ТВЕ-ТЕЛЕКОМ";г. Москва * Московская область
969;9990000;9999999;10000;ООО "Интернод";г. Москва * Московская область
970;1010000;1010999;1000;ПАО "Ростелеком";Российская Федерация
970;3000000;3009999;10000;ОАО "РТКомм.РУ";Российская Федерация
970;3030300;3030300;1;ПАО "Ростелеком";Республика Татарстан
970;3030303;3030303;1;ПАО "Ростелеком";Республика Татарстан
970;3040000;3040000;1;ООО "Смолтелеком";Смоленская область
970;3050000;3050000;1;ОАО "Тывасвязьинформ";Республика Тыва
970;3500000;3500009;10;ПАО "Ростелеком";Российская Федерация
970;5005000;5005009;10;ООО "Оранж Бизнес Сервисез";Российская Федерация
970;5005010;5005010;1;ООО "Оранж Бизнес Сервисез";Российская Федерация
970;5005020;5005020;1;ООО "Оранж Бизнес Сервисез";Российская Федерация
970;5005030;5005030;1;ООО "Оранж Бизнес Сервисез";Российская Федерация
970;5005040;5005040;1;ООО "Оранж Бизнес Сервисез";Российская Федерация
970;5005050;5005050;1;ООО "Оранж Бизнес Сервисез";Российская Федерация
970;5005060;5005060;1;ООО "Оранж Бизнес Сервисез";Российская Федерация
970;5005070;5005070;1;ООО "Оранж Бизнес Сервисез";Российская Федерация
970;5005080;5005080;1;ООО "Оранж Бизнес Сервисез";Российская Федерация
970;5005090;5005090;1;ООО "Оранж Бизнес Сервисез";Российская Федерация
970;5005555;5005555;1;ООО "Оранж Бизнес Сервисез";Российская Федерация
970;7070000;7079999;10000;ПАО "Ростелеком";Российская Федерация
970;8110000;8119999;10000;ПАО "Ростелеком";г. Псков|Псковская обл.
971;1010101;1010101;1;ПАО "Ростелеком";Российская Федерация
971;3000000;3009999;10000;ОАО "РТКомм.РУ";Российская Федерация
971;3030300;3030300;1;ПАО "Ростелеком";Республика Татарстан
971;3030303;3030303;1;ПАО "Ростелеком";Республика Татарстан
971;3050000;3050000;1;ОАО "Тывасвязьинформ";Республика Тыва
971;3500000;3500009;10;ПАО "Ростелеком";Российская Федерация
971;5005000;5005009;10;ООО "Оранж Бизнес Сервисез";Российская Федерация
971;5005010;5005010;1;ООО "Оранж Бизнес Сервисез";Российская Федерация
971;5005020;5005020;1;ООО "Оранж Бизнес Сервисез";Российская Федерация
971;5005030;5005030;1;ООО "Оранж Бизнес Сервисез";Российская Федерация
971;5005040;5005040;1;ООО "Оранж Бизнес Сервисез";Российская Федерация
971;5005050;5005050;1;ООО "Оранж Бизнес Сервисез";Российская Федерация
971;5005060;5005060;1;ООО "Оранж Бизнес Сервисез";Российская Федерация
971;5005070;5005070;1;ООО "Оранж Бизнес Сервисез";Российская Федерация
971;5005080;5005080;1;ООО "Оранж Бизнес Сервисез";Российская Федерация
971;5005090;5005090;1;ООО "Оранж Бизнес Сервисез";Российская Федерация
971;5005555;5005555;1;ООО "Оранж Бизнес Сервисез";Российская Федерация
971;7070000;7079999;10000;ПАО "Ростелеком";Российская Федерация
977;0000000;0009999;10000;ООО "Интернод";г. Москва * Московская область
977;0010000;0019999;10000;ООО "Лайкамобайл";г. Москва * Московская область
977;0020000;0069999;50000;ООО "Сбербанк-Телеком";г. Санкт-Петербург * Ленинградская область
977;0070000;0079999;10000;ООО "Лайкамобайл";г. Москва * Московская область
977;0080000;0099999;20000;ООО "Сбербанк-Телеком";Краснодарский край
977;0100000;0119999;20000;ООО "Сбербанк-Телеком";г. Москва * Московская область
977;0120000;0199999;80000;ООО "Сбербанк-Телеком";Ростовская обл.
977;0200000;0209999;10000;ООО "Сбербанк-Телеком";г. Москва * Московская область
977;0210000;0219999;10000;ООО "Сбербанк-Телеком";Краснодарский край
977;0220000;0229999;10000;ООО "Сбербанк-Телеком";г. Москва * Московская область
977;0230000;0289999;60000;ООО "Сбербанк-Телеком";Краснодарский край
977;0290000;0299999;10000;ООО "Сбербанк-Телеком";Белгородская обл.
977;0300000;0309999;10000;ООО "Сбербанк-Телеком";г. Москва * Московская область
977;0310000;0329999;20000;ООО "Сбербанк-Телеком";Красноярский край
977;0330000;0339999;10000;ООО "Сбербанк-Телеком";г. Москва * Московская область
977;0340000;0349999;10000;ООО "Сбербанк-Телеком";Красноярский край
977;0350000;0359999;10000;ООО "Сбербанк-Телеком";Калужская обл.
977;0360000;0379999;20000;ООО "Сбербанк-Телеком";Курская обл.
977;0380000;0389999;10000;ООО "Сбербанк-Телеком";Тамбовская обл.
977;0390000;0399999;10000;ООО "Сбербанк-Телеком";Липецкая обл.
977;0400000;0409999;10000;ООО "Сбербанк-Телеком";г. Москва * Московская область
977;0410000;0439999;30000;ООО "Сбербанк-Телеком";Рязанская обл.
977;0440000;0449999;10000;ООО "Сбербанк-Телеком";Пензенская обл.
977;0450000;0459999;10000;ООО "Сбербанк-Телеком";Орловская обл.
977;0460000;0469999;10000;ООО "Сбербанк-Телеком";Архангельская область * Ненецкий автономный округ
977;0470000;0479999;10000;ООО "Сбербанк-Телеком";Омская обл.
977;0480000;0499999;20000;ООО "Сбербанк-Телеком";Республика Удмуртская
977;0500000;0509999;10000;ООО "Сбербанк-Телеком";г. Москва * Московская область
977;0510000;0529999;20000;ООО "Сбербанк-Телеком";Саратовская обл.
977;0530000;0549999;20000;ООО "Сбербанк-Телеком";Оренбургская обл.
977;0550000;0559999;10000;ООО "Сбербанк-Телеком";г. Москва * Московская область
977;0560000;0599999;40000;ООО "Сбербанк-Телеком";Республика Татарстан
977;0600000;0609999;10000;ООО "Сбербанк-Телеком";г. Москва * Московская область
977;0610000;0639999;30000;ООО "Сбербанк-Телеком";Воронежская обл.
977;0640000;0659999;20000;ООО "Сбербанк-Телеком";Волгоградская обл.
977;0660000;0669999;10000;ООО "Сбербанк-Телеком";Тульская обл.
977;0670000;0699999;30000;ООО "Сбербанк-Телеком";Белгородская обл.
977;0700000;0709999;10000;ООО "Сбербанк-Телеком";г. Москва * Московская область
977;0710000;0739999;30000;ООО "Сбербанк-Телеком";Самарская обл.
977;0740000;0769999;30000;ООО "Сбербанк-Телеком";Тюменская обл.
977;0770000;0779999;10000;ООО "Лайкамобайл";г. Москва * Московская область
977;0880000;0889999;10000;ОАО "МТТ";Ростовская обл.
977;0998900;0998999;100;ООО "СИНТОНИК";г. Москва * Московская область
977;0999000;0999999;1000;ОАО "МТТ";г. Москва * Московская область
977;1000000;1499999;500000;ООО "Т2 Мобайл";г. Москва и Московская область
977;1500000;1999999;500000;ООО "Т2 Мобайл";г. Москва и Московская область
977;2000000;2199999;200000;ООО "ЕКАТЕРИНБУРГ-2000";Свердловская обл.
977;2200000;2299999;100000;ООО "ЕКАТЕРИНБУРГ-2000";Ямало-Ненецкий АО
977;2300000;2399999;100000;ООО "ЕКАТЕРИНБУРГ-2000";Ханты-Мансийский АО - Югра
977;2400000;2499999;100000;ООО "ЕКАТЕРИНБУРГ-2000";Курганская обл.
977;2500000;9999999;7500000;ООО "Т2 Мобайл";г. Москва и Московская область
978;0000000;1499999;1500000;ПАО "Мобильные ТелеСистемы";Краснодарский край
978;1500000;1599999;100000;ООО "Элемтэ-Инвест";Республика Крым * г. Севастополь
978;2000000;2299999;300000;ПАО "Мобильные ТелеСистемы";Краснодарский край
978;2540000;2549999;10000;АО "Севастополь Телеком";Республика Крым и г. Севастополь
978;2550000;2799999;250000;ПАО "Мобильные ТелеСистемы";Краснодарский край
978;3000000;3000999;1000;АО "Севастополь Телеком";Республика Крым и г. Севастополь
